showid,name,season,release_year,episode_count,synopsis
80147920,Robozuna,Season 1,2018,10,A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.
80147920,Robozuna,Season 2,2018,10,"Ariston, Mangle and the Freebot Fighters are back, but protecting their home gets tougher when evil Danuvia unveils a powerful robot named Dominatus."
80113201,Skylanders Academy,Season 1,2016,12,"Skylander rookies Spyro, Stealth Elf and Eruptor learn all about protecting the Skylands from inept evil genius Kaos and the dangerous Doom Raiders."
80113201,Skylanders Academy,Season 2,2017,13,"In Season 2, Spyro tries to prove he has superpowers, a new cadet arrives at the Academy, Eruptor discovers a new skill and much more."
80113201,Skylanders Academy,Season 3,2018,13,"Season 3 finds Spyro and the Skylanders forging unexpected alliances, taking on new adventures and even straddling the line between good and evil."
80026506,Love,Season 1,2016,10,A chance meeting at a convenience store draws Mickey and Gus into a friendship that will test everything they know about themselves -- and love.
80026506,Love,Season 2,2017,12,"Mickey and Gus face a whirlwind of new doubts, pitfalls and temptations as they take their relationship to the next level."
80026506,Love,Season 3,2018,12,"In the final season, Mickey and Gus struggle to curb their self-sabotaging impulses as they take big leaps in their personal and professional lives."
81666766,Yoh! Christmas,Season 1,2023,6,"Single, 30 and under pressure, Thando lies to her family that she has a boyfriend. Now she has 24 days to bring one home for Christmas. Can she do it?"
81275686,Rhythm + Flow France,Season 1,2022,8,"French rappers freestyle, battle and write their way to a game-changing 100,000 euro prize in a music competition series judged by Niska, Shay and SCH."
81275686,Rhythm + Flow France,Season 2,2023,8,"A fresh batch of aspiring artists competes for a 100,000 euro prize and the claim to French rap fame in this competition judged by Niska, Shay and SCH."
80191680,White Gold,Season 1,2017,6,"In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale -- including throwing honesty out the window."
80191680,White Gold,Season 2,2019,6,"After forcing Walsh out, Vincent's headaches include answering to a gangster boss and a new rival salesperson who's swooping up all the best jobs."
81127330,Hard Cell,Season 1,2022,6,Events planner-turned-women’s prison governor Laura Willis documents the thrills and spills of life behind bars in this delightfully dry comedy series.
81442632,"Love, Life & Everything in Between",Season 1,2022,8,This pan-Arab anthology series tinged with dark humor explores love at large — and relationships up close.
80220644,Secrets of Summer,Season 1,2022,11,"A remote Argentine resort revives its wakeboarding competition, drawing in Mexican athlete Steffi, who is determined to uncover a family secret."
80220644,Secrets of Summer,Season 2,2023,8,"Steffi, Luz and their family and friends fight for Cielo Grande's future after Natasha and her brother Oliver take over the resort as a power play."
80996811,Zero Chill,Season 1,2021,10,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy."
81331076,Killer Sally,Season 1,2022,3,"Interviews with friends, family and Sally McNeil herself chart a bodybuilding couple’s rocky marriage — and its shocking end in a Valentine's Day murder."
81300060,Sins of Our Mother,Season 1,2022,3,"When Lori Vallow's kids vanished, the search for them unearthed a trail of suspicious deaths, a new husband who shared her doomsday views — and murder."
81292203,The Ultimatum: Marry or Move On,Season 1,2022,10,Get hitched or call it quits? Couples put their love to the test — while shacking up with other potential matches — in a provocative reality series.
81292203,The Ultimatum: Marry or Move On,Season 2,2023,10,Put a ring on it — or split? Five new couples test their commitment by pairing up with different partners in another season of this social experiment.
81497817,Perfect Match,Season 1,2023,12,Couples who prove their compatibility gain the power to make or break other matches in this strategic and seductive dating competition.
80244565,Indian Matchmaking,Season 1,2020,8,"Matchmaker Sima Taparia guides clients in the US and India in the arranged marriage process, offering an inside look at the custom in a modern era."
80244565,Indian Matchmaking,Season 2,2022,8,"Sima Taparia, everyone's favorite matchmaker, returns for another season of helping eligible, eccentric and eager clients find their future spouses."
80244565,Indian Matchmaking,Season 3,2023,8,"From London to New Delhi, matchmaker Sima Taparia helps more marriage-ready singles find romance while providing plenty of reality checks along the way."
80996810,Cocaine Cowboys: The Kings of Miami,Season 1,2021,6,A pair of high school dropout friends allegedly become two of South Florida's top cocaine traffickers in this true crime saga that spans decades.
81006619,Monsters Inside: The 24 Faces of Billy Milligan,Season 1,2021,4,"In the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates America."
81206259,The Chair,Season 1,2021,6,"At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department."
80223040,The Duchess,Season 1,2020,6,"Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex."
80141270,Bonus Family,Season 1,2017,10,"A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy."
80141270,Bonus Family,Season 2,2018,10,"As Lisa and Patrik take their relationship to the next level, mishaps, money troubles and a startling revelation leave the whole family reeling."
80141270,Bonus Family,Season 3,2019,10,"As Martin adjusts to life with a new partner and a baby, Lisa and Patrik grapple with difficult news, and Katja reconnects with an old flame."
80141270,Bonus Family,Season 4,2021,8,"A kitchen fire, a classroom showdown and a call from the hospital set in motion a flurry of family reckonings and relationship crises."
70302482,Borgen,Season 1,2010,10,A shocking turn of events puts Birgitte Nyborg in the Danish prime minster's seat as her country's first female leader in this landmark drama.
70302482,Borgen,Season 2,2011,10,"While her personal life begins to unravel, Birgitte struggles to maintain power as prime minister with the help of her cynical spin doctor, Kasper."
70302482,Borgen,Season 3,2012,10,"Birgitte, who has left politics to become a corporate board member, reenters the arena and challenges the Moderate leader for control of the party."
80117540,Atypical,Season 1,2017,8,"When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery."
80117540,Atypical,Season 2,2018,10,"While Elsa and Doug face the aftermath of their marriage crisis and Casey tries to adjust to her new school, Sam prepares for life after graduation."
80117540,Atypical,Season 3,2019,10,"As Sam heads into his first year of college, he grapples with new challenges, from making friends to managing his schedule."
80117540,Atypical,Season 4,2021,10,"With Casey and Sam both on the cusp of leaving the nest, each member of the Gardner family faces big decisions about where life will go next."
80157073,The Good Cop,Season 1,2018,10,"When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad."
81615540,Squid Game: The Challenge,Season 1,2023,10,"In this reality competition show inspired by ""Squid Game,"" 456 players put their skills to the ultimate test for a life-changing $4.56 million prize."
81299230,Paik's Spirit,Season 1,2021,6,"Drinks keep the conversation flowing as culinary star Paik Jong-won and celebrity guests talk life, food and booze over intoxicating meals."
81333651,Heavenly Bites: Mexico,Season 1,2022,6,"Welcome to a food extravaganza, a visual poem to Mexico's foodie ingenuity and the quirky and delicious flavors that are worth the stomach aches."
80994596,Crime Diaries: Night Out,Season 1,2019,8,"After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events."
81506712,The Quest!,Season 1,2020,13,"With travel restrictions in effect, the show focuses on the abundant hidden wonders and mysteries within Japan."
81333845,Is It Cake?,Season 1,2022,8,"Skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme."
81333845,Is It Cake?,"Is It Cake, Too?",2023,8,"Higher stakes, wilder bakes. Hungry cake artists compete for an even bigger cash prize in a fresh season of this mind-bending baking contest."
81028939,The Haunted House,Season 1,2016,24,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries."
81627041,Magic Mixies,Season 1,2022,2,"After activating a magical doorway into another world, Sienna embarks on sparkling adventures with colorfully lovable creatures in an enchanted land."
81093076,Kitti Katz,Season 1,2023,10,Three teenage girls transform into fierce feline superheroes to save the world from an evil Egyptian goddess — and still have time for soccer practice.
80997338,Hi Score Girl,Season 1,2018,15,"A chronic gamer abysmally inept in academics and sports finally meets his match at his usual shady arcade -- and it’s his rich classmate, Akira."
80997338,Hi Score Girl,Season 2,2019,9,"They've leveled up to high school, training at arcade fighting games along the way. Now Haruo, Akira and their friends face their final level."
81169148,The War Next-door,Season 2,2022,8,"After a freak accident and a bad investment create chaos, the two families end up living side by side once more — but this time on the Lópezes' turf."
81169148,The War Next-door,Season 1,2021,8,"After winning a house in a raffle, the humble but loving López family moves to a posh neighborhood, where the snobby Espinozas give them a cold welcome."
80121349,Van Helsing,Season 1,2016,13,"After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive."
80121349,Van Helsing,Season 2,2017,13,"Astonishing revelations about her past lead Vanessa to question her entire life story, while the battle to defeat the powerful Dmitri rages on."
80121349,Van Helsing,Season 3,2018,13,"Vanessa and Scarlett embark on a search for the four Elders whose totems can raise the Dark One, while the new threat of vampire daywalkers grows."
80121349,Van Helsing,Season 4,2019,13,Vanessa embraces a new philosophy while the secrets of Blak-Tek are revealed and Sam pursues his evil agenda: resurrecting the Dark One.
80121349,Van Helsing,Season 5,2021,13,"In the final season, the Van Helsings discover the roots of the Dark One, Vanessa languishes in the Dark Realm, and Dracula rules from the White House."
80244780,Luna Nera,Season 1,2020,6,"In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft."
81083626,Midnight Mass,Season 1,2021,7,"The arrival of a charismatic young priest brings glorious miracles, ominous mysteries and renewed religious fervor to a dying town desperate to believe."
80244783,Malibu Rescue: The Series,Season 1,2019,8,"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs."
81570077,Sudha Murty - Stories of Wit and Magic,Season 1,2022,13,Magic meets fun as everyday Indians face extraordinary events and gain valuable lessons along the way. Based on the children's books by Sudha Murty.
80212245,The Dragon Prince,Season 1,2018,9,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.
80212245,The Dragon Prince,Season 2,2019,9,Rayla and the princes hurry toward Xadia with their precious cargo. But Claudia and Soren are close behind -- and determined to stop them.
80212245,The Dragon Prince,Season 3,2019,9,"As Callum and Rayla cross into the magical realm of Xadia, Ezran returns to Katolis as king and faces pressure from all sides."
80212245,The Dragon Prince,Season 4,2022,9,"Two years later, as Claudia ventures deeper into the world of dark magic, Callum, Ezran and friends race to stop her from freeing the powerful Aaravos."
80212245,The Dragon Prince,Season 5,2023,9,"The search for Aaravos' prison sends Rayla, Callum and Ezran on an epic journey across land and sea, while conflict roils the Sunfire elves' kingdom."
81092958,He-Man and the Masters of the Universe,Season 1,2021,10,Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.
81092958,He-Man and the Masters of the Universe,Season 2,2022,8,The fate of Eternos hangs in the balance as He-Man and the heroes forge new alliances — and new destinies — to outrun evil Skeletor's pursuit of power.
81092958,He-Man and the Masters of the Universe,Season 3,2022,8,"With Skeletor intent on controlling the universe, He-Man and his heroic squad must fulfill their destinies. The epic battle for ultimate power is on!"
80221553,Kipo and the Age of Wonderbeasts,Season 1,2019,10,"Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive — and get home — with help from her ragtag crew."
80221553,Kipo and the Age of Wonderbeasts,Season 2,2020,10,"With her good friends by her side, Kipo must be stronger than ever, and hang on to hope as she faces formidable new foes."
80221553,Kipo and the Age of Wonderbeasts,Season 3,2020,10,"Against all odds, Kipo and the gang ended an old enemy's reign of terror. Now they're on a mission to fight a fierce anti-Mute evildoer: Dr. Emilia."
81504820,DI4RIES,Season 1,2022,15,"First crushes, first kisses, fun with friends and feuds with rivals. Mornings in the school and afternoons by the coast — every day is full of surprises!"
81504820,DI4RIES,Season 2,2023,14,"A new year of school is ahead, and the friends are now in a new 3D class. As feelings and relationships are tested, can they manage to stick together?"
80244283,Maya and the Three,Season 1,2021,9,A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.
80147919,The Hollow,Season 1,2018,10,"Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts."
80147919,The Hollow,Season 2,2020,10,"After discovering the truth behind the Hollow, friends Adam, Mira and Kai must face their fears and tackle even bigger challenges together."
80994692,Dead End: Paranormal Park,Season 1,2022,10,Teens Barney and Norma become fast friends and help each other through tough times — while battling vengeful spirits at a haunted theme park!
80994692,Dead End: Paranormal Park,Season 2,2022,10,"Barney, Norma, Pugsley and friends encounter a slew of strange new creatures, from angels to evil twins to an army of deranged Pauline Phoenix dolls."
81589003,Tore,Season 1,2023,6,"An immature and aimless 27-year-old throws himself into an unknown world of sex, drugs and self-discovery after his closest companion's death."
81445999,Smiley,Season 1,2022,8,"Two men and their friends in Barcelona navigate hesitations, hangups and missed connections as they search for the true love they've been missing."
81598305,Volume,Season 1,2023,6,"While chasing his dream of making a living through music, a talented young man from humble origins gets entangled in dubious dealings."
81231940,Sparking Joy,Season 1,2021,3,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world."
81087405,Best Leftovers Ever!,Season 1,2020,8,Decadent pasta from day-old fries? Skillful cooks transform tired leftovers into tantalizing new dishes in this wildly creative culinary competition.
81060954,Cook at all Costs,Season 1,2022,8,"In this kitchen contest, home cooks bid on ingredients to create dishes that will impress celebrity guest judges — and win the cash left in their bank."
81161673,Crazy Delicious,Season 1,2020,6,"In this competition show, daring home chefs tempt the food gods with reinvented classics and fanciful feasts in their quest to win a golden apple."
81218438,Bake Squad,Season 2,2023,8,"The bake squad returns with more stunning chocolate creations, mind-boggling sugar art and next-level cakes to make people's dessert dreams come true."
81218438,Bake Squad,Season 1,2021,8,Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets.
80201866,The Final Table,Season 1,2018,10,Teams of elite chefs vie to impress the world's toughest palates as they whip up iconic dishes from nine nations in this star-packed competition.
81152744,Baking Impossible,Season 1,2021,8,"Top bakers and engineers team up to build edible creations that must taste delicious and survive intense engineering stress tests to win $100,000."
81444148,Pressure Cooker,Season 1,2023,8,"Living under one roof, eleven chefs use culinary skills and strategic plays in a tense cooking contest where they vote on who among them will win $100,000."
80201328,Sugar Rush,Extra Sweet,2020,6,Skilled teams take the ultimate timed test in an extra-sweet season of competitive baking that dials up the difficulty — and the potential rewards.
80201328,Sugar Rush,Season 2,2019,6,"What a rush! Talented teams turn out incredible edibles -- including cupcakes, confections and cakes -- in another season of fast-paced baking action."
80201328,Sugar Rush,Season 1,2018,8,Time's the most important ingredient as competitive teams race against the clock -- and each other -- to bake up the best-tasting sweets.
81586274,The Big Nailed It Baking Challenge,Season 1,2023,10,"In this high-stakes ""Nailed It!"" spinoff competition, 10 terrible bakers pick up tips from professional coaches while vying for a sweet cash prize."
81044208,(Un)Well,Season 1,2020,6,"This docuseries takes a deep dive into the lucrative wellness industry, which touts health and healing. But do the products live up to the promises?"
81190041,Life After Death with Tyler Henry,Season 1,2022,9,Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family’s past in an intimate reality series.
80094273,Rebellion,Season 1,2016,5,"Three women discover where their true loyalties lie when an armed revolt breaks out, aiming to gain Ireland's independence from Britain."
80094273,Rebellion,Season 2,2016,5,"As the conflict between the British government and the revolutionary Dáil rages, personal connections cloud allegiances for participants on both sides."
80234731,Giant Jack,Season 1,2020,12,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends."
80234731,Giant Jack,Season 2,2021,16,"Hank, Trash Truck and animal pals Walter, Donny and Ms. Mona let their imaginations take them on heartwarming adventures in their backyard and beyond!"
80115338,Llama Llama,Season 1,2018,15,"Beloved children's book character Llama Llama springs to life in this heartwarming series about family, friendship and learning new things."
80115338,Llama Llama,Season 2,2019,10,"New lessons, new adventures and new friends living right down the street! Join Llama Llama and his pals for another season of sweet fun and learning."
81296780,Not Quite Narwhal,Season 1,2023,27,Curious little Kelp's been living his whole life as a narwhal... until he finds out he's actually a unicorn. Now he's got two worlds to explore!
81296780,Not Quite Narwhal,Season 2,2023,12,"From the ocean to the land, curious Kelp learns more about himself by going on fun-filled adventures with his unicorn friends and narwhal family."
70272742,Justin Time,Season 1,2011,13,Visit the greatest places in history with Justin and his pals as they set off for exciting preschool adventures through time.
70272742,Justin Time,Season 2,2012,13,"Join Justin, his friend Olive and his kooky clay pal, Squidgy, as they set off on all sorts of imaginary adventures in every corner of the world."
81014532,The Creature Cases,Chapter 1,2022,12,"Special agents Sam and Kit hop the globe with their sleuthing skills, science facts and cool gadgets to solve the animal kingdom's many mysteries."
81014532,The Creature Cases,Chapter 2,2022,1,Everyone's decking the halls to get in the holiday spirit. But Sam and Kit are blasted back in time to the Ice Age and meet some wooly new pals!
81014532,The Creature Cases,Chapter 3,2023,7,"Sam and Kit are back to collect the clues and solve more animal mysteries from around the world with new cases, new rides and new creature pals!"
81047300,Go Dog Go,Season 1,2021,9,"Handy and inventive pup Tag chases adventure with her best pal, Scooch, solving problems and helping the citizens of Pawston along the way."
81047300,Go Dog Go,Season 2,2021,9,"Adventurous pups Tag and Scooch are going everywhere this season, from exciting places all around Pawston to the bright lights of Chew York City!"
81047300,Go Dog Go,Season 3,2022,8,"The gang's on-the-go adventures take an un-fur-gettable turn when Tag, Scooch and friends welcome a new family to Pawston and show them all around town!"
81047300,Go Dog Go,Season 4,2023,14,"Tag and her best friend Scooch love lending a paw to their friends around Pawston, whether it's delivering cookie boxes or hosting the Dogcathalon!"
81154899,Octonauts: Above & Beyond,Season 1,2021,13,"The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk."
81154899,Octonauts: Above & Beyond,Season 2,2022,13,"Captain Barnacles, Kwazii and crew discover new environments and protect more critter friends as they hop around the globe on exciting missions."
80108373,The Magic School Bus Rides Again,Season 1,2017,13,"Ms. Frizzle's kid sister Fiona takes the wheel at Walkerville Elementary, leading the class on wild adventures packed with science-fueled fun."
80108373,The Magic School Bus Rides Again,Season 2,2018,13,"The Magic School Bus pulls out all the stops, taking Ms. Frizzle and the class to the top of a noodle mountain -- and the center of the sun itself."
80201451,Chico Bon Bon: Monkey with a Tool Belt,Season 1,2020,10,"Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems."
80201451,Chico Bon Bon: Monkey with a Tool Belt,Season 2,2020,10,"Chico Bon Bon and his Fix-It Force crew are on call to solve any problem, from heating up a cold cup of cocoa to rescuing a sandwich from a safe."
80201451,Chico Bon Bon: Monkey with a Tool Belt,Season 3,2020,10,How do you make a perfect pair of dance shoes? And who's been stealing the town's toast? Follow Chico & Co. as they use their heads to figure it out!
80201451,Chico Bon Bon: Monkey with a Tool Belt,Season 4,2020,8,"An ice cream monster, out-of-control cars, and even some classroom squirrels are no match for Chico and his crew when they use their smarts together."
80113144,StoryBots Super Songs,Season 1,2016,5,"Beep, Bing, Bang, Boop and Bo sing and dance as they learn the answers to kids' interesting questions about outer space, dinosaurs, emotions and more."
80237347,Toot-Toot Cory Carson,Season 1,2020,7,"Beep, beep -- go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills."
80237347,Toot-Toot Cory Carson,Season 2,2020,7,"Driveway dance parties, birthday treasure hunts — and going to the doctor to fix a flat tire. Whatever life brings, Cory's gassed up and ready to go!"
80237347,Toot-Toot Cory Carson,Season 3,2020,7,Cory’s driving full speed ahead with a playful spirit and bright imagination to help him overcome any roadblocks or forks in the road!
80237347,Toot-Toot Cory Carson,Season 4,2021,7,"Whether helping out his friends or making new ones with sister Chrissy, Cory is always on the move and ready for any adventure that comes his way!"
80237347,Toot-Toot Cory Carson,Season 5,2021,17,Cute and cheery Cory sails on the seas and flies high in the sky with more lovable adventures and learning moments with his family and friends.
80237347,Toot-Toot Cory Carson,Season 6,2021,18,"Beach days, bedtime stories and fun with best friends! Cory Carson's always on the go for more laughter and heartwarming lessons in Bumperton Hills!"
80189632,Charlie's Colorforms City,Colorforms City,2019,13,"Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West -- and right at home."
80189632,Charlie's Colorforms City,The Lost Valentines Musical,2021,1,"Celebrate hearts, love and friendship with Charlie as Cupid and Miss Weather playing the Prickly Princess in this special musical Valentine's Day story."
80189632,Charlie's Colorforms City,Snowy Stories,2021,1,"In a pair of short but sweet winter stories, Charlie makes a new yeti friend named Yetilda and the two have some magical snowy adventures together."
80189632,Charlie's Colorforms City,Classic Tales with a Twist,2021,8,"Charlie creates fun stories using different shapes, and he needs your help! Come along for kid-friendly adventures here, there — and everywhere."
80189632,Charlie's Colorforms City,Miss Weather and Friends,2022,8,"Charlie creates fun stories using different shapes, and he needs your help! Come along for kid-friendly adventures here, there — and everywhere."
80189632,Charlie's Colorforms City,Mighty Movie Adventures,2022,3,"Charlie creates fun stories using different shapes, and he needs your help! Come along for kid-friendly adventures here, there — and everywhere."
81091578,StoryBots: Answer Time,Season 1,2022,10,"Got a question? The StoryBots have an answer! Join curious friends Beep, Boop, Bing, Bang and Bo on fun adventures to find facts for real kids like you."
81091578,StoryBots: Answer Time,Season 2,2023,12,"The 'Bots are back to answer more curious questions from kids like you, like how do bubbles form? Why does the moon change shape? And how is glass made?"
81552681,Badanamu ABC TV,Season 1,2015,6,"A is for apple, and B is for Bada and his animal friends! Learn ABCs, sounds, numbers and simple phrases with fun, easy songs."
81035568,My Dad the Bounty Hunter,Season 1,2023,10,An intergalactic bounty hunter takes dad duty to new extremes when his two kids accidentally hitch a ride with him to outer space and crash his mission.
81035568,My Dad the Bounty Hunter,Season 2,2023,9,"The hunter becomes the hunted when Terry mysteriously goes missing, leaving his wife, kids — and Blobby — to search for him all over the universe."
81553278,Thomas & Friends: All Engines Go,Season 1,2021,52,Thomas and friends deliver things like rocket parts and beach balls but also manage to enjoy themselves with an obstacle course and a treasure hunt!
81553278,Thomas & Friends: All Engines Go,Season 2,2022,52,"It’s full steam ahead on fun as Thomas and friends explore new parts of Sodor island, make exciting deliveries, and learn about teamwork."
81639612,Robocar POLI Song Song Museum,Season 1,2020,8,The Robocar Poli rescue team invites you to Song Song Museum to sing and dance along! Which song will be played at the Melody tower?
81726687,Baby Shark Best Sing-Along Songs,Season 1,2023,9,"Join Baby Shark, his family and all of his ocean friends on a musical adventure filled with educational songs and colorful animation for young learners."
80242184,Sharkdog,Season 1,2021,7,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure."
80242184,Sharkdog,Season 2,2022,7,"Sharkdog's no longer a secret, but that doesn't keep Max and the rest of the Sharkpack away from more hijinks with tons of heart — and lots of clean up!"
80242184,Sharkdog,Season 3,2023,7,"Sharkdog loves being a part of Max's family, but he wonders if there are more Sharkdogs out there like him  — and goes on a wild adventure to find out!"
81639120,Baby Shark's Big Show!,Season 1,2022,26,"Baby Shark and his pilot fish best friend, William, sing and swim their way through all kinds of musical underwater adventures in Carnivore Cove."
80124522,Maniac,Season 1,2018,10,Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.
80025744,Sense8,Season 1,2015,12,"Eight strangers from around the globe suddenly begin to communicate telepathically, but soon discover their gift also makes them targets."
80025744,Sense8,Season 2,2017,12,The Sensates face growing dangers and harrowing personal battles as they begin to unravel the truth about the shadowy forces out to destroy them.
81380205,A Girl and an Astronaut,Season 1,,6,An astronaut's return after a 30-year disappearance rekindles a lost love and sparks interest from a corporation determined to learn why he hasn't aged.
80108495,Glitch,Season 1,2015,6,"Police officer James Hayes gets the shock of his life when a group of local residents return from the dead, including someone very close to his heart."
80108495,Glitch,Season 2,2017,6,"In Season 2, the truth about Elishia and her work comes to light, a new threat emerges, and the Risen learn more about their original fates."
80108495,Glitch,Season 3,2019,6,More people rise from the grave and old friends become new threats as the mystery -- and danger -- intensifies in Yoorana.
81612863,Vortex,Season 1,2023,6,"After reconnecting with his dead wife through a glitch in virtual reality, a police officer tries to negate the mysterious accident that cost her life."
80992137,CAROLE & TUESDAY,Part 1,2019,12,"Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it."
80992137,CAROLE & TUESDAY,Part 2,2019,12,"Carole and Tuesday’s newfound attention brings with it new challenges. Angela considers them rivals, and the Mars music business isn't easy."
80191369,LOST SONG,Season 1,2018,12,"War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song."
80189221,The Haunting of Hill House,Season 1,2018,10,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
80184405,The Innocents,Season 1,2018,8,Runaway teen lovers June and Harry find themselves swept up in a dangerous and confusing new world when June begins to display mysterious abilities.
81011660,Biohackers,Season 1,2020,6,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.
81011660,Biohackers,Season 2,2021,6,Missing time and disturbing visions haunt Mia as she races to piece together the sudden changes in her life — and why she can't remember any of them.
80221410,Alien Worlds,Season 1,2020,4,"Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets."
80200596,Perfume,Season 1,2018,6,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her."
81498384,"Blood, Sex & Royalty",Season 1,2022,3,"A modern take on the British royal drama, this steamy series offers a window into the lives of history's deadliest, sexiest and most iconic monarchs."
80225526,Part-Time Idol,Season 1,2017,5,"After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group."
80186926,SAINT SEIYA: Knights of the Zodiac,Part I,2019,6,"Sworn to protect the reincarnation of the goddess Athena, Seiya and the Knights of the Zodiac aid her in battle against those who seek to end mankind."
80186926,SAINT SEIYA: Knights of the Zodiac,Part II,2020,6,"The battle to protect Sienna continues as the Bronze Knights now face the Silver Knights, sent by those in Sanctuary who believe in the dark prophecy."
81186862,Yakitori: Soldiers of Misfortune,Season 1,2023,6,"With Earth colonized by a superior alien civilization, Akira's only chance at a better future is to enlist as an expendable Yakitori foot soldier."
80049903,Dinotrux,Season 1,2015,10,Bulldoze through a prehistoric world where our heroes Ty the massive T-Trux and his little buddy Revvit defend their pals from the evil D-Structs.
80049903,Dinotrux,Season 2,2016,13,"Head back to the Mechazoic Era, where old and new friends of the Dinotrux join Ty and Revvit another season of building, battling and plenty of fun."
80049903,Dinotrux,Season 3,2016,16,"There's more fun, bigger builds and scarier villains in Season 3 as Ty, Revvit and the other Dinotrux defend their crater from the evil D-Structs."
80049903,Dinotrux,Season 4,2017,7,The Dinotrux are back to show off their strengths and smarts as they protect their peaceful crater from D-Structs and his evil horde.
80049903,Dinotrux,Season 5,2017,6,"From the sea to the desert, the brave and generous Dinotrux travel far and wide to meet new friends and enemies, including the fearsome Dreadtrux."
80171452,Dinotrux Supercharged,Season 1,2017,6,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends."
80171452,Dinotrux Supercharged,Season 2,2018,7,"The Dinotrux are back for more supercharged adventures, but when D-Structs's brother shows up, defending the crater will be tougher than ever."
80171452,Dinotrux Supercharged,Season 3,2018,13,"Whether by land, air or sea, the Dinotrux tackle some of their biggest builds ever while facing the double threat of brothers D-Structs and D-Stroy."
80218107,Dragons: Rescue Riders,Season 1,2019,14,"Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way."
80218107,Dragons: Rescue Riders,Season 2,2020,12,"The Rescue Riders continue their mission to keep the residents of Huttsgalor safe but face a new nemesis in Magnus's crafty nephew, Axel."
80018988,The Adventures of Puss in Boots,Season 1,2015,15,"The heroic feline adventurer protects the hidden city of San Lorenzo from treasure hunters, and nothing stands in his way... except a hairball!"
80018988,The Adventures of Puss in Boots,Season 2,2015,11,"Puss follows his heart to a treasure-filled town protected by a magic spell. After he breaks the spell, he must defend the town and restore its magic."
80018988,The Adventures of Puss in Boots,Season 3,2016,13,The town of San Lorenzo is in grave danger and the swashbuckling Puss must hastily assemble a small army of pals to help protect his home.
