showid,name,season,release_year,episode_count,synopsis
81200229,Put Your Head on My Shoulder,Season 1,2019,24,"On the cusp of graduation, an accounting major searching for her career winds up living with a genius physics student who shakes up her daily routine."
81185502,A Little Thing Called First Love,Season 1,2019,36,"A shy, artistic student develops a crush on a classmate with a knack for basketball and embarks on a journey of self-discovery through college."
80239640,A Love So Beautiful,Season 1,2017,24,"The ups and downs of school, family and growing up test the affection between a budding artist and her handsome but indifferent classmate and neighbor."
81197399,"Wait, My Youth",Season 1,2019,24,"Six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love."
81325983,Beyblade Burst Rise,Season 1,2019,26,"After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan — Beyblade's birthplace."
80109399,Kibaoh Klashers,Season 1,2017,15,"Young beetle Dylan and his friends Hailey and Ollie team up to compete against tough opponents in the exciting, high-octane sport of Battle Blading."
80109399,Kibaoh Klashers,Season 2,2017,15,"Dylan and his friends Hailey, Peter and Gordon continue to battle in tournaments far and wide, but there's a lot more at stake than just trophies."
70252973,LEGO Ninjago: Masters of Spinjitzu,Rise of the Serpentine,2011,13,"Ninja heroes Kai, Jay, Zane and Cole take on Lloyd Garmadon, who has released sinister snake tribes in his attempt to conquer the land of Ninjago."
70252973,LEGO Ninjago: Masters of Spinjitzu,Legacy of the Green Ninja,2012,13,"With the Great Devourer defeated, Ninjago is enjoying a period of much-needed peace. But the Serpentine army is still at large."
70252973,LEGO Ninjago: Masters of Spinjitzu,Rebooted,2014,8,"In the wake of the Overlord's defeat, the ninjas have started new lives. But they soon discover that evil doesn't stay vanquished for long."
70252973,LEGO Ninjago: Masters of Spinjitzu,The Tournament of Elements,2015,10,"In Season 4, the ninjas are mourning Zane's loss when they discover that there's a chance to save him, if they compete in a mysterious tournament."
70252973,LEGO Ninjago: Masters of Spinjitzu,Possession,2015,10,"In Season 5, a cursed spirit possesses Lloyd's body, Nya learns to use her true powers, and the ninjas race to find the First Spinjitzu Master's tomb."
70252973,LEGO Ninjago: Masters of Spinjitzu,Skybound,2016,10,"An evil Djinn named Nadakhan is released from his teapot prison and tries to destroy Ninjago City while kidnapping Nya, whom he plans to marry."
70252973,LEGO Ninjago: Masters of Spinjitzu,Hands of Time,2017,10,The ninjas face their greatest threat ever in two fallen Elemental Masters who seek to undo Ninjago history with their powerful Time Blades.
70252973,LEGO Ninjago: Masters of Spinjitzu,Sons of Garmadon,2018,10,"A new crime gang calling itself the Sons of Garmadon threatens the royal family of Ninjago, so the ninjas swing into action as their protectors."
70252973,LEGO Ninjago: Masters of Spinjitzu,Hunted,2018,10,"Ninjago has fallen under the thumb of Emperor Garmadon, while the ninjas are enslaved by Iron Baron and his dragon hunters in another realm."
70252973,LEGO Ninjago: Masters of Spinjitzu,March of the Oni,2019,4,"When the Oni return to invade the realm of Ninjago, the ninjas must do the unthinkable and unite with their greatest foe against a common enemy."
81280792,LEGO Ninjago,Season 1 - Secrets of Forbidden Spinjitzu,2019,30,"While fighting foes across Ninjago City and beyond, the ninjas embark on new quests and gain newfound allies as the power of their friendship is tested."
81280792,LEGO Ninjago,Season 2 - Secrets of Forbidden Spinjitzu,2020,32,"Caught in a video game, the ninjas tackle a daring rescue mission and evade new enemies while working their way through various levels to victory."
81280792,LEGO Ninjago,Season 3 Part 1 - The Island,2021,4,The Ninja jump back into action when the Overlord plots to escape the Digiverse and unleash destruction with the help of an evil army known as Nindroids.
81280792,LEGO Ninjago,Season 3 Part 2 - Seabound,2020,16,The ninjas dive into the depths of the sea to explore the mystery of Nya's powers and a connection to an ancient mythical creature as new villains await.
81280792,LEGO Ninjago,Season 4 Crystallized - Part 1,2022,12,"After learning that the Crystal King is recruiting a council of villains, the ninjas soon discover they're not the only heroes in town anymore."
81280792,LEGO Ninjago,Season 4 Crystallized - Part 2,2022,18,The ninjas gear up to save Ninjago City from a seemingly invincible foe — and find help from the most unexpected sources.
81070963,Chief of Staff,Season 1,2019,10,"As a chief of staff in the National Assembly, Jang Tae-jun influences power behind the scenes while pursuing his own ambitions to rise to the top."
81070963,Chief of Staff,Season 2,2019,10,Newly elected Tae-jun moves through the familiar grounds of the National Assembly with bold intent -- and the will to do whatever it takes.
80128686,"Hello, My Twenties!",Season 1,2016,12,"With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque."
80128686,"Hello, My Twenties!",Season 2,2017,14,"One year after the Season 1 finale, the Belle Epoque residents say goodbye to one of their own and hello to a new housemate and love prospects."
81011508,Life,Season 1,2018,16,"At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO."
81079322,Dollar,Season 1,2019,15,Beautiful executive assistant Zeina reluctantly teams up with self-assured Tarek to chase down an elusive dollar bill worth $1 million.
81342716,Cheat,Season 1,2023,12,"Equal parts brains and blagging, this quiz show expects and encourages contestants to cheat their way to a cash prize. The one rule? Don't get caught!"
80141782,Hip-Hop Evolution,Season 4,2020,4,"Southern underground scenes, super producers and mixtapes shape the sound while Pharrell Williams, Kanye West and 50 Cent push the culture forward."
80141782,Hip-Hop Evolution,Season 3,2019,4,"Tupac, Biggie, Lil' Kim and Jay-Z blaze a trail into the '90s as insiders sling the straight-up truth on the culture's most iconic rappers and rhymes."
80141782,Hip-Hop Evolution,Season 2,2018,4,"Season 2 spotlights the most influential hip-hop artists and scenes of the '80s and '90s, from 2 Live Crew to Tupac Shakur to the Notorious B.I.G."
80141782,Hip-Hop Evolution,Season 1,2016,4,"Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series."
80216665,Rhythm + Flow,Season 1,2019,10,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar."
80997174,Ladies First: A Story of Women in Hip-Hop,Season 1,2023,4,"Rappers, writers and experts detail the influence of women on hip-hop music and culture in this docuseries honoring the trailblazers and game-changers."
81324674,Journey of an African Colony,Season 1,2018,7,This docuseries delves into the untold stories and unsung heroes that paved Nigeria's road to independence. Based on the books by host Olasupo Shasore.
81422607,Only Jokes Allowed,Season 1,2022,6,Six of South Africa's top comedians take center stage and showcase their talent in this collection of short stand-up sets.
81318872,Run On,Season 1,2020,16,"Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life."
81211266,Moment of Eighteen,Season 1,2019,16,"A misunderstood loner is drawn out of his shell after transferring to another high school, where he comes across new ordeals -- and first love."
81631102,Side Dish,Season 1,2018,4,Four friends take a boozy weekend trip that spirals out of control when one woman's lover unexpectedly shows up to join the party.
81340910,Lovestruck in the City,Season 1,2020,17,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul."
81200228,The Untamed,Season 1,2019,50,"In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past."
81184735,Barbie Dreamhouse Adventures: Go Team Roberts,Season 1,2019,13,"As the Roberts family heads to Costa Rica to investigate a mermaid legend, Barbie takes on a summer job at a water park run by a devious boss."
81184735,Barbie Dreamhouse Adventures: Go Team Roberts,Season 2,2020,13,"From family festivities to holiday celebrations, Barbie's adventures continue with new and exciting challenges at the dreamhouse and beyond."
81031262,Man Like Mobeen,Season 1,2017,4,"Mobeen is trying to be a good friend, follow the faith and raise his teenage sister. Yet his past -- and everyday life -- complicates matters."
81031262,Man Like Mobeen,Season 2,2019,4,"He's now legit, but he just can't quit. Everything comes to a head as Mobeen is pushed to the limit and his peaceful life comes under threat."
81031262,Man Like Mobeen,Season 3,2020,5,"Don’t push Mobeen 'cause he’s close to the edge — after an attack on his friends and threats on Aqsa. Now he’s armed, but can he stay out of trouble?"
81249713,Sneakerheads,Season 1,2020,6,Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.
81329144,Detention,Season 1,2020,8,A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.
81223641,Whispers,Season 1,2020,8,"When suspicions grow around the death of their patriarch, an affluent family begin to peel back the truth as dark secrets come to light."
81405684,My Way,Season 1,2015,30,"In the 1970s, an aspiring singer struggles to prove herself in the face of challenges posed by her strict upbringing and romantic choices."
81317085,The Platform,Season 1,2020,12,"A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home."
81317085,The Platform,Season 2,2020,8,"Karam goes into the heart of terrorizing danger in search of truths about his family, while his colleagues assist him and deal with other risky matters."
81317085,The Platform,Season 3,2021,8,"As the COVID-19 pandemic brings the world to a halt, the Platform's team gears up efforts to uncover the truth while fending off attacks and lawsuits."
81478211,BoBoiBoy,Season 1,2011,13,"Together with his friends, a boy with elemental superpowers fights off cocoa-obsessed aliens who want to conquer the planet."
81478211,BoBoiBoy,Season 2,2012,13,"BoBoiBoy, his robot companion Ochobot and their super-powered friends face a new threat to the planet — as well as trouble at school."
81478211,BoBoiBoy,Season 3,2014,26,BoBoiBoy fights Ejo Jo and unlocks new elemental powers. The squad befriends old enemies and takes on their most critical missions yet.
81479836,BoBoiBoy Galaxy,Season 1,2016,24,"A young superhero and his friends travel through space, using their unique superpowers to fight evil villains who threaten the galaxy."
81480111,Tobot Galaxy Detectives,Season 1,2018,52,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil."
81480111,Tobot Galaxy Detectives,Season 2,2020,48,"The Tobots and their friends' adventures continue as they lean on teamwork to fight new villains, learn important lessons and become heroes."
81480111,Tobot Galaxy Detectives,TOBOT Galaxy Detectives: Swag’s Secret,2019,20,Tyler and the Tobots face new challenges as they meet an alien robot named Swag who could either be an enemy or a friend.
80176265,Oddbods,Season 1,2020,20,"The merry misadventures of the colorful Oddbods continue with more silly shenanigans that are funny, playful and sweet."
81687083,Transformers Earthspark,Season 1,2022,18,"Allied with a family of humans, a new generation of Transformers search for purpose while defending Earth from threatening evil forces."
80991329,Larva Island,Season 1,2018,13,"Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends."
80991329,Larva Island,Season 2,2019,13,A new season of hilariously zany adventures for larva pals Red and Yellow includes an invasion of their island!
81208888,Once Upon A Time In Lingjian Mountain,Season 1,2019,37,"As the nine continents face a crisis, a young disciple joins the Spirit Blade sect and comes under the tutelage of a temperamental sage."
80204889,Dating Around,Season 2,2020,6,"In New Orleans, six new singles look for love — or something like it — on back-to-back blind dates. But who will each choose for a second date?"
80204889,Dating Around,Season 1,2019,6,"In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date."
80190519,Giri / Haji,Season 1,2019,8,Family duty sends a lawman to London to look for his mob-assassin brother as a yakuza war threatens to engulf Tokyo. Trust is even tougher to find.
80242950,Smoking,Season 1,2018,12,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled."
80176872,Little Baby Bum: Nursery Rhyme Friends,Season 1,2016,3,"Twinkle, Mia, Jacus and the rest of the Nursery Rhyme Friends perform catchy tunes for the little ones."
80176872,Little Baby Bum: Nursery Rhyme Friends,Season 2,2019,5,"The Nursery Rhyme Friends perform more songs that help teach little kiddos invaluable concepts like counting, colors and more."
70285368,Rita,Season 1,2012,8,A politically incorrect teacher sees her life take an unexpected turn when the man who was her high school sweetheart comes back on the scene.
70285368,Rita,Season 2,2013,8,"In Season 2, Rita decides to commit to her relationship with Rasmus, hoping it will help her grow up and make her more ""normal."""
70285368,Rita,Season 3,2015,8,"Rita reports to a new boss, takes a destructive student under her wing and faces living alone. Hjørdis must adjust when Uffe gets a job at the school."
70285368,Rita,Season 4,2017,8,"A new teaching job takes Rita back to her childhood hometown, where flashbacks to 1985 reveal her tumultuous personal and academic life as a teenager."
70285368,Rita,Season 5,2020,8,The demands of running a school strain Hjørdis's relationships with Rita and Uffe. An old flame re-enters Rita's life. A heartbroken Jeppe returns home.
81002951,Love and Fortune,Season 1,2018,12,"Frustrated by life with her boyfriend, thirty-something Wako can’t stop herself from being interested in high schooler Yumeaki, despite their age gap."
81643061,"I'm a Villainous Daughter, so I’m going to keep the Last Boss!",Season 1,2022,12,"Realizing she's living through a video game in which she's the villain who's destined to die, Aileen decides to take a drastic step to change her fate."
81597507,Skeleton Knight in Another World,Season 1,2022,12,An MMORPG player wakes up in the body of a fearsome skeleton warrior inside the world of the online fantasy adventure game he'd been playing.
81666082,The Unusual Suspects,Season 1,2021,4,"When a valuable necklace is stolen from a wealthy East Sydney home, an investigation reveals harsh realities behind the community's pristine exterior."
81325437,Masameer Classics,Masameer: Season 4,2011,10,"This season covers culture gaps, overdue books, and other comically exaggerated stories of everyday life in Saudi Arabia from 2011-2019."
81325437,Masameer Classics,Masameer: Season 3,2011,10,"This season, finding lost family, advocating happiness and falling in love comprise life in Saudi Arabia from 2011-2019."
81325437,Masameer Classics,Masameer: Season 2,2011,10,"From eating at a popular fast-food chain to surviving a hunting trip, this season provides more humor about life in Saudi Arabia from 2011-2019."
81325437,Masameer Classics,Season 1,2011,10,"Through dark comedy and eccentric characters, this web series offers a humorous view of the changes and cultural shifts in Saudi Arabia from 2011-2019."
81216119,J-Style Trip,Season 1,2020,13,Megastar Jay Chou joins his A-list friends in this globe-trotting variety show packed with music and magic tricks.
81216119,J-Style Trip,Season 2,2023,8,"Teaming up with friends, Mandopop icon Jay Chou launches into a new season of international adventures to explore the world's splendor."
81095953,Twogether,Season 1,2020,8,"Paired together for an unforgettable trip across Asia, stars Lee Seung-gi and Jasper Liu become buddies as they connect with fans and local cultures."
81594273,I'm Quitting Heroing,Season 1,2022,12,"After getting banished by the humans he saved, a powerful hero applies for a new job — with the very demon army he almost eradicated."
81061754,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War,2019,12,The proudly privileged top two students of an elite school each makes it their mission to be the first to extract a confession of love from the other.
81061754,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War?,2020,13,"The battle between love and pride continues! Neither Kaguya nor Shirogane has made a move, but new friends and rivals just might push them closer."
81061754,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War -Ultra Romantic-,2022,13,"Kaguya and Shirogane have fought valiantly to make the other admit their love first — and now, at long last, their war might finally come to an end!?"
81061754,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War - The First Kiss That Never Ends,2023,4,"They finally share their first kiss! Yet somehow, the love battle between Kaguya and Shirogane continues — and Christmas is just around the corner."
81643020,"More Than a Married Couple, But not Lovers",Season 1,2022,12,"For a high school project, an introverted boy and an outgoing ""gyaru"" have to pretend to be married — and neither of them are happy about it."
80987063,Fruits Basket,1st season,2019,25,"Tohru Honda moves in with the reclusive Soma clan after her family dies, and learns their secret: they've been bound for centuries by a zodiac curse."
80987063,Fruits Basket,Fruits Basket The Final,2021,13,"The last banquet begins. Tohru desperately tries to break the zodiac curse to save Kyo and the Sohma clan, but a darker presence threatens her progress."
81618733,The Yakuza's Guide to Babysitting,Season 1,2022,12,"He's a yakuza henchman with a reputation for violence, but nothing could prepare him for his latest job; babysitting the boss's adorable only daughter."
81686705,A Nation of Banchan,Season 1,2023,2,"The Korean table is a sight to behold. Dive into everything from grains to side dishes, and uncover what it takes to create the diverse and beloved meals."
81607869,A Nation of Broth,Season 1,2022,3,A humble bowl of good soup lies at the heart of the Korean experience. Take off on a journey that explores where it's been and where it's headed.
80991060,Flavorful Origins,Gansu Cuisine,2020,10,"From lamb skewers to the glutenous niang pi, the cuisines of Gansu province offer remarkable flavors as layered as its history."
80991060,Flavorful Origins,Yunnan Cuisine,2019,10,Explore the diverse flavors of China's Yunnan province and get to know the cooks and ingredients that shape its rich culinary tradition.
80991060,Flavorful Origins,Chaoshan Cuisine,2019,20,"Delve into the delectable world of Chaoshan cuisine, explore its unique ingredients and hear the stories of the people behind its creation."
81347666,Korean Pork Belly Rhapsody,Season 1,2020,2,A love letter to pork belly — a perennial favorite among Koreans of every generation — unfolds with an exploration of its history and cooking methods.
81249665,Street Food: USA,Season 1,2022,6,"Get a taste of the most beloved bites on American streets and, along the way, discover the heart, soul and wildly diverse real people behind the food."
81473623,Hanwoo Rhapsody,Season 1,2021,2,"A delicious deep dive into Hanwoo explores the rich history and unique traditions of Korean beef, an unrivaled staple loved from head to tail."
81134160,Midnight Asia: Eat · Dance · Dream,Season 1,2022,6,"Night brings out the most playful side of Asia's metropolises. This docuseries captures the food, drink, music — and night owls who shine in the dark."
81473619,Korean Cold Noodle Rhapsody,Season 1,2021,2,"Refreshing and flavorful, naengmyeon is Korea's coolest summertime staple. A journey through its history begins, from how it's cooked to how it's loved."
81292981,Chef's Table: Pizza,Season 1,2022,6,"Dig into the best pizzas from around the world, prepared by renowned chefs who bake passion, creativity and hard work into every slice."
81249660,Street Food: Latin America,Season 1,2020,6,"In this vibrant docuseries, Latin American chefs tell their stories and bring a taste of tradition and innovation to their delicious offerings."
81137134,Find Yourself,Season 1,2019,41,"A determined entrepreneur navigates a love triangle between a young charmer and an older executive, leading her down an unconventional path to love."
81073424,You Cannot Hide,Season 1,2020,10,"A nurse and her daughter flee her husband’s drug-trafficking past in Mexico and assume new identities in Spain, but still face danger in Madrid."
81506727,Masquerade,Season 1,1979,11,"In this classic, long-running variety competition show, entrants come up with unique and creative skits using their own props in ingenious ways."
70205014,Ouran High School Host Club,Season 1,2006,26,"After knocking over a pricey vase inside her school's exclusive Host Club, a working-class scholarship student finds herself in debt to the club."
80236253,From Me to You: Kimi ni Todoke,From Me to You: Kimi ni Todoke,2009,25,"Nicknamed ""Sadako"" for her spooky appearance, high schooler Sawako begins to break out of her shell when she befriends popular boy Kazehaya."
80236253,From Me to You: Kimi ni Todoke,Season 2,2011,13,"Sawako and Kazehaya's feelings for each other grow, but as holidays and school events come and go, neither can bring themselves to express their love."
81507677,Catch! Teenieping,Catch! Teenieping,2020,52,"Set free on Earth, fairies with magical powers begin influencing people's emotions. Now, it's up to a princess from a faraway kingdom to stop them!"
81507677,Catch! Teenieping,Twinkle Catch! Teenieping,2021,26,"When fairies of Jewel Forest crash land on Earth, Romi and her Teenieping helpers have to work together to catch them all before it's too late."
80228274,Teasing Master Takagi-san,Season 1,2019,12,"Now in his second year of middle school, Nishikata still tries to outplay Takagi, but continues to fail miserably at his quest to get even."
80997687,Dracula,Season 1,2020,3,The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes -- and bring his vulnerability into the light.
80075595,Voltron: Legendary Defender,Season 3,2017,7,"Shifting roles within the team cause internal challenges as the Paladins continue to fight the Galra, who are undergoing major changes of their own."
80075595,Voltron: Legendary Defender,Season 4,2017,6,"As Voltron builds a coalition of rebel forces who are eager to battle the Galra, divisions within the evil empire further threaten its stability."
80075595,Voltron: Legendary Defender,Season 5,2018,6,"In an effort to take down the Galra, the Paladins enter into an uneasy alliance that could bring the peace they've long desired -- or doom them."
80075595,Voltron: Legendary Defender,Season 6,2018,7,"As the lines between darkness and light continue to blur, shocking revelations and power struggles send Voltron hurtling toward another epic showdown."
80075595,Voltron: Legendary Defender,Season 7,2018,13,An epic showdown with new and old villains looms as the Paladins head toward Earth and soon come to realize that their home isn't like they left it.
80075595,Voltron: Legendary Defender,Season 8,2018,13,"Though they've ushered in a new era of stability, the Voltron team must face down one final evil threat to bring everlasting peace to the universe."
80191075,Equestria Girls: Tales of Canterlot High,Season 1,2017,3,"The Equestria gang has new adventures at Canterlot High, including a dance contest against a rival school and a magic mirror causing havoc on campus."
81568357,Rebel Cheer Squad: A Get Even Series,Season 1,2022,8,A trio of cheerleaders at a posh private school revive their former classmates' anti-bullying club and team up to fight injustice in this teen thriller.
81176966,KAKEGURUI TWIN,Season 1,2022,6,"Determined to climb up the social ladder, Mary Saotome invests everything she has into what her elite high school values most: high stakes gambling."
81008021,My Holo Love,Season 1,2020,12,Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.
70230165,Rosario + Vampire,Season 1,2008,13,"When Tsukune accidentally enrolls in a school for monsters disguised as humans, he must hide the fact that he's really human or risk losing his life."
70230165,Rosario + Vampire,Capu2,2008,13,A high school freshman discovers that all the other students at his new school are hiding supernatural secrets beneath their human disguises.
80179762,She-Ra and the Princesses of Power,Season 1,2018,13,"Soldier Adora finds a magic sword -- and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde."
80179762,She-Ra and the Princesses of Power,Season 2,2019,7,"Adora and the Princess Alliance train to get stronger, but Catra and the Horde are on the move. As Hordak pushes for victory, She-Ra faces a new test."
80179762,She-Ra and the Princesses of Power,Season 3,2019,6,"Catra and Adora journey to the Crimson Waste, looking for redemption and answers, while Hordak's portal research puts Etheria's very reality at risk."
80179762,She-Ra and the Princesses of Power,Season 4,2019,13,"Catra vows to conquer Etheria before Horde Prime arrives, Glimmer struggles with a new role, and Adora and the princesses face treachery old and new."
80179762,She-Ra and the Princesses of Power,Season 5,2020,13,"As the princesses struggle to keep the rebellion alive under Horde Prime's occupation, Adora must decide how to help her friends — without She-Ra."
81109061,Mind Your Manners,Season 1,2022,6,International etiquette teacher Sara Jane Ho helps people become their best selves through good manners in this heartwarming makeover series.
81406124,Easy-Bake Battle: The Home Cooking Competition,Season 1,2022,8,Talented home cooks put their skills and creativity to the test making fast and easy dishes that are wildly delicious — and worthy of a big cash prize.
81038987,Skin Decision: Before and After,Season 1,2020,8,Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.
80152118,Medici,Masters of Florence,2016,8,"After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence."
80152118,Medici,The Magnificent,2018,8,Cosimo's grandson Lorenzo Medici throws himself into shoring up the clan's finances and securing Florence's future while his enemies plot against him.
80152118,Medici,The Magnificent: Part 2,2019,8,"On the brink of war, Lorenzo will do whatever it takes to save Florence and secure his family’s legacy. But the price of such dreams may be too high."
81393633,Transformers: War for Cybertron: Earthrise,Season 1,2020,6,"While Megatron takes drastic measures to save the Decepticons, the Autobots fight to save all of Cybertron from both on the planet and aboard the Ark."
81393636,Transformers: War for Cybertron: Kingdom,Season 1,2021,6,The frantic race to locate the Allspark first culminates on a strange planet as the future comes crashing through to the present day.
81514417,Memories of Love,Season 1,2018,30,"Two students with clashing personalities fall in love. Reunited ten years later, can they rekindle their romance?"
81108280,Somewhere Only We Know,Season 1,2019,24,A language major bickers with -- and falls for -- a doctoral student as she navigates the ups and downs of love and friendship with college classmates.
70303289,The Fierce Wife,Season 1,2010,39,"Xie An Zhen always thought she had the perfect life, but when she discovers that her husband is having an affair with her cousin, she's devastated."
80993627,Unrequited Love,Season 1,2019,24,"A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate."
80044965,Puffin Rock,Season 1,2015,13,Bright puffling Oona learns how to be a good big sister and a good puffin as she goes about her days on Puffin Rock.
80044965,Puffin Rock,Season 2,2016,13,"Oona, Baba and the gang explore more wonders of Puffin Rock -- octopuses, shooting stars, snow, dragonflies -- while learning and growing together."
80213643,Chip and Potato,Season 1,2019,10,"Lovable pug Chip starts kindergarten, makes new friends and tries new things — with a little help from Potato, her secret mouse pal."
80213643,Chip and Potato,Season 2,2019,10,Chip faces changes as she welcomes a baby sibling and starts an after-school program — with her secret pal Potato by her side.
80213643,Chip and Potato,Season 3,2022,6,"Chip's learning even more about the great, big world with a little help from Potato — from getting her first haircut to getting on her first airplane!"
80213643,Chip and Potato,Season 4,2022,6,"Challenge by challenge, adventure by adventure, giggle by giggle — yip yip! Join Chip, Potato and their pals for another season of learning and growing."
80097036,ALVINNN!!! And the Chipmunks,Season 1,2015,26,One man has his hands full trying to raise six spunky chipmunks who have a habit of having fun and getting into trouble at the same time.
80097036,ALVINNN!!! And the Chipmunks,Season 2,2016,26,"This season, Alvin, his chipmunk siblings and their friends find new adventures, new stories to tell and new ways to get themselves in trouble."
80097036,ALVINNN!!! And the Chipmunks,Season 3,2017,26,"Alvin, Simon, Theodore and Dave return for more wacky antics from sleepwalking to cat-sitting and a case of temporary amnesia."
80097036,ALVINNN!!! And the Chipmunks,Season 4,2019,26,"Zany adventures unfold for the Chipmunks as they start a TV show fan club, battle pirates, fix up a new tour bus and investigate a mysterious shack."
80020935,Octonauts,Season 1,2010,27,"The first season of this ocean-set series finds the Octonauts investigating an undersea volcano, a coral reef and a whale shark's insides."
80020935,Octonauts,Season 2,2012,13,"In Season 2, the Octonauts tangle with a giant squid, save an injured shark, clean up a beach filled with debris and search for a magical sword."
81615858,Story Time Book: Read-Along,Season 1,2018,8,"Kids can read along with illustrated books that come to life through animation, music and narration. Exciting adventures, fuzzy animal friends and more!"
80063705,Word Party,Season 1,2016,14,"In Jim Henson's Netflix original series, preschoolers get to play and have fun while they learn new words from four adorable baby animals."
80063705,Word Party,Season 2,2016,12,"In Season 2, the four adorable baby animals help preschoolers learn words related to nature, movements, opposites, shapes and the senses."
80063705,Word Party,Season 3,2017,14,"Bailey, Franny, Kip and Lulu help preschoolers learn new words while they have fun starting a band, playing games, learning about friendship and more."
80063705,Word Party,Season 4,2020,10,"Cue the music: It's time for a party! Join animal babies Franny, Bailey, Kip, Lulu and their new friend, Tilly, who's teaching them words in Mandarin."
80063705,Word Party,Season 5,2021,10,"Party with animal babies Franny, Bailey, Kip, Lulu and Tilly as they learn new words and life lessons in English and Mandarin through song and dance!"
81336334,Word Party Presents: Math!,Season 1,2021,10,"Count numbers, compare shapes and find patterns with baby animals Franny, Bailey, Kip, Lulu and Tilly as they use math and sing songs to solve problems."
81474560,"StoryBots: Laugh, Learn, Sing",Collection 1,2021,1,"Learn along with Beep, Boop, Bing, Bang and Bo as they make their way through a musical alphabet, from awesome A's to mighty M's and all the way to Z!"
81474560,"StoryBots: Laugh, Learn, Sing",Collection 2: Learn to Read,2022,3,"Follow StoryBot pals Beep, Boop, Bing, Bang and Bo through three volumes of snack-sized early reading lessons set to a soundtrack of catchy tunes!"
81096893,Brown and Friends,Season 1,2022,18,"In a cozy little neighborhood coffee shop, a group of fun-loving friends get together — and get up to all kinds of adventures."
81286920,Sunny Bunnies,Season 5,2020,26,"The Sunny Bunnies put their minds to learning special skills at the circus, in the kitchen and more as a new friend comes to Sunny Park."
81286920,Sunny Bunnies,Season 6,2022,26,"The bunnies are back and busy: Shiny gains a new superpower, Iris invents magic spells in her lab and Big Boo makes a wish. What other surprises await?"
81416349,Pui Pui Molcar,Season 1,2021,4,They’re guinea pigs! And they’re cars! The fuzzy and adorable molcars have lots of fun adventures in this delightful stop-motion animation.
81416349,Pui Pui Molcar,Pui Pui Molcar Driving School,2022,4,"After causing a fuss, Potato and his fuzzy friends leave Mol City for driving school. New friends and new challenges will test what they learned!"
70286809,Zig & Sharko,Season 2,2016,26,"While Marina makes a new life for herself on the beach, Sharko strives to stay one step ahead of Zig's one-track mind."
70286809,Zig & Sharko,Season 3,2019,78,"Zig, Sharko, Marina and Bernie get into even more adventures, including an anything-goes trip aboard a luxurious cruise ship."
81280732,LEGO: City Adventures,Season 1,2019,20,"In a boomtown built on fun, friendship and wacky mischief, a quirky crew of cops and firefighters work hard to preserve the peace and awesomeness."
81280732,LEGO: City Adventures,Season 2,2020,20,"The gang’s got its hands full this season chasing down sneaky villains, a legendary sea monster and one unruly runaway mustache."
81280732,LEGO: City Adventures,Season 3,2021,22,Teamwork makes the dream work this season with new problem-solving partnerships and a daring crew's high-flying motorcycle stunt show.
81280732,LEGO: City Adventures,Season 4,2023,20,"Who created Lego City? Madison and Billy’s history assignment uncovers a mystery with twists, turns — and a few explosions — this season."
81628818,LEGO® DREAMZzz,Season 1,2023,20,"Mateo, Izzie and their friends stumble into the Dream World, a realm of magic and fantasy where they must use their creativity to fight dark forces."
